,Quarter,Region,State,Purpose,Trips
13767,01/07/2000,Macedon,Victoria,Holiday,24.5054568
13768,01/10/2000,Macedon,Victoria,Holiday,8.2992511
13769,01/01/2001,Macedon,Victoria,Holiday,26.1406111
13770,01/04/2001,Macedon,Victoria,Holiday,21.3298925
13771,01/07/2001,Macedon,Victoria,Holiday,7.3583101
13772,01/10/2001,Macedon,Victoria,Holiday,17.2461905
13773,01/01/2002,Macedon,Victoria,Holiday,24.0337736
13774,01/04/2002,Macedon,Victoria,Holiday,15.0351753
13775,01/07/2002,Macedon,Victoria,Holiday,6.7472018
13776,01/10/2002,Macedon,Victoria,Holiday,14.4232599
13777,01/01/2003,Macedon,Victoria,Holiday,13.4026139
13778,01/04/2003,Macedon,Victoria,Holiday,24.8309156
13779,01/07/2003,Macedon,Victoria,Holiday,7.2828602
13780,01/10/2003,Macedon,Victoria,Holiday,26.3455809
13781,01/01/2004,Macedon,Victoria,Holiday,27.1191388
13782,01/04/2004,Macedon,Victoria,Holiday,12.4497371
13783,01/07/2004,Macedon,Victoria,Holiday,11.7706314
13784,01/10/2004,Macedon,Victoria,Holiday,7.7559521
13785,01/01/2005,Macedon,Victoria,Holiday,24.9247012
13786,01/04/2005,Macedon,Victoria,Holiday,15.1186164
13787,01/07/2005,Macedon,Victoria,Holiday,15.2379627
13788,01/10/2005,Macedon,Victoria,Holiday,12.556608
13789,01/01/2006,Macedon,Victoria,Holiday,15.26566
13790,01/04/2006,Macedon,Victoria,Holiday,19.723067
13791,01/07/2006,Macedon,Victoria,Holiday,3.786442
13792,01/10/2006,Macedon,Victoria,Holiday,4.191178
13793,01/01/2007,Macedon,Victoria,Holiday,7.2142886
13794,01/04/2007,Macedon,Victoria,Holiday,15.303868
13795,01/07/2007,Macedon,Victoria,Holiday,14.0057638
13796,01/10/2007,Macedon,Victoria,Holiday,9.0127098
13797,01/01/2008,Macedon,Victoria,Holiday,17.6092765
13798,01/04/2008,Macedon,Victoria,Holiday,15.4454524
13799,01/07/2008,Macedon,Victoria,Holiday,13.0760775
13800,01/10/2008,Macedon,Victoria,Holiday,19.7258019
13801,01/01/2009,Macedon,Victoria,Holiday,17.9065957
13802,01/04/2009,Macedon,Victoria,Holiday,4.6496855
13803,01/07/2009,Macedon,Victoria,Holiday,11.8175921
13804,01/10/2009,Macedon,Victoria,Holiday,9.9492417
13805,01/01/2010,Macedon,Victoria,Holiday,8.8886123
13806,01/04/2010,Macedon,Victoria,Holiday,15.4193498
13807,01/07/2010,Macedon,Victoria,Holiday,21.9653006
13808,01/10/2010,Macedon,Victoria,Holiday,4.8283208
13809,01/01/2011,Macedon,Victoria,Holiday,29.6679911
13810,01/04/2011,Macedon,Victoria,Holiday,12.6680458
13811,01/07/2011,Macedon,Victoria,Holiday,2.7110352
13812,01/10/2011,Macedon,Victoria,Holiday,16.0447438
13813,01/01/2012,Macedon,Victoria,Holiday,27.987056
13814,01/04/2012,Macedon,Victoria,Holiday,20.5977933
13815,01/07/2012,Macedon,Victoria,Holiday,9.6789063
13816,01/10/2012,Macedon,Victoria,Holiday,27.4703513
13817,01/01/2013,Macedon,Victoria,Holiday,4.2059174
13818,01/04/2013,Macedon,Victoria,Holiday,17.230655
13819,01/07/2013,Macedon,Victoria,Holiday,8.0301639
13820,01/10/2013,Macedon,Victoria,Holiday,16.577218
13821,01/01/2014,Macedon,Victoria,Holiday,8.1565334
13822,01/04/2014,Macedon,Victoria,Holiday,16.8123901
13823,01/07/2014,Macedon,Victoria,Holiday,12.2095256
13824,01/10/2014,Macedon,Victoria,Holiday,11.0466718
13825,01/01/2015,Macedon,Victoria,Holiday,27.9784035
13826,01/04/2015,Macedon,Victoria,Holiday,15.885938
13827,01/07/2015,Macedon,Victoria,Holiday,8.7216334
13828,01/10/2015,Macedon,Victoria,Holiday,24.0129922
13829,01/01/2016,Macedon,Victoria,Holiday,12.5120497
13830,01/04/2016,Macedon,Victoria,Holiday,37.7905639
13831,01/07/2016,Macedon,Victoria,Holiday,30.3136062
13832,01/10/2016,Macedon,Victoria,Holiday,22.3094032
13833,01/01/1998,Macedon,Victoria,Other,2.3867736
13834,01/04/1998,Macedon,Victoria,Other,0
13835,01/07/1998,Macedon,Victoria,Other,0
13836,01/10/1998,Macedon,Victoria,Other,0
13837,01/01/1999,Macedon,Victoria,Other,0
13838,01/04/1999,Macedon,Victoria,Other,6.8492698
13839,01/07/1999,Macedon,Victoria,Other,0
13840,01/10/1999,Macedon,Victoria,Other,0
13841,01/01/2000,Macedon,Victoria,Other,3.2886934
13842,01/04/2000,Macedon,Victoria,Other,0
13843,01/07/2000,Macedon,Victoria,Other,0
13844,01/10/2000,Macedon,Victoria,Other,0
13845,01/01/2001,Macedon,Victoria,Other,0
13846,01/04/2001,Macedon,Victoria,Other,0
13847,01/07/2001,Macedon,Victoria,Other,0
13848,01/10/2001,Macedon,Victoria,Other,0
13849,01/01/2002,Macedon,Victoria,Other,15.7404811
13850,01/04/2002,Macedon,Victoria,Other,0
13851,01/07/2002,Macedon,Victoria,Other,0
13852,01/10/2002,Macedon,Victoria,Other,0
13853,01/01/2003,Macedon,Victoria,Other,3.0686965
13854,01/04/2003,Macedon,Victoria,Other,0
13855,01/07/2003,Macedon,Victoria,Other,0
13856,01/10/2003,Macedon,Victoria,Other,0
13857,01/01/2004,Macedon,Victoria,Other,3.7748035
13858,01/04/2004,Macedon,Victoria,Other,2.3017742
13859,01/07/2004,Macedon,Victoria,Other,4.2860316
13860,01/10/2004,Macedon,Victoria,Other,8.0140546
13861,01/01/2005,Macedon,Victoria,Other,0
13862,01/04/2005,Macedon,Victoria,Other,0
13863,01/07/2005,Macedon,Victoria,Other,0
13864,01/10/2005,Macedon,Victoria,Other,2.9204576
13865,01/01/2006,Macedon,Victoria,Other,0.616379
13866,01/04/2006,Macedon,Victoria,Other,0.795094
13867,01/07/2006,Macedon,Victoria,Other,0
13868,01/10/2006,Macedon,Victoria,Other,0.94855
13869,01/01/2007,Macedon,Victoria,Other,0
13870,01/04/2007,Macedon,Victoria,Other,0
13871,01/07/2007,Macedon,Victoria,Other,3.1112593
13872,01/10/2007,Macedon,Victoria,Other,5.1548624
13873,01/01/2008,Macedon,Victoria,Other,0
13874,01/04/2008,Macedon,Victoria,Other,0
13875,01/07/2008,Macedon,Victoria,Other,0
13876,01/10/2008,Macedon,Victoria,Other,4.2941917
13877,01/01/2009,Macedon,Victoria,Other,6.8566108
13878,01/04/2009,Macedon,Victoria,Other,0
13879,01/07/2009,Macedon,Victoria,Other,0
13880,01/10/2009,Macedon,Victoria,Other,0
13881,01/01/2010,Macedon,Victoria,Other,0
13882,01/04/2010,Macedon,Victoria,Other,6.2150514
13883,01/07/2010,Macedon,Victoria,Other,3.6568349
13884,01/10/2010,Macedon,Victoria,Other,4.3970961
13885,01/01/2011,Macedon,Victoria,Other,0
13886,01/04/2011,Macedon,Victoria,Other,3.6159422
13887,01/07/2011,Macedon,Victoria,Other,0
13888,01/10/2011,Macedon,Victoria,Other,2.8299994
13889,01/01/2012,Macedon,Victoria,Other,0
13890,01/04/2012,Macedon,Victoria,Other,0
13891,01/07/2012,Macedon,Victoria,Other,0
13892,01/10/2012,Macedon,Victoria,Other,0
13893,01/01/2013,Macedon,Victoria,Other,0
13894,01/04/2013,Macedon,Victoria,Other,0
13895,01/07/2013,Macedon,Victoria,Other,0.7448613
13896,01/10/2013,Macedon,Victoria,Other,0
13897,01/01/2014,Macedon,Victoria,Other,1.0527425
13898,01/04/2014,Macedon,Victoria,Other,5.3018633
13899,01/07/2014,Macedon,Victoria,Other,0
13900,01/10/2014,Macedon,Victoria,Other,2.7146675
13901,01/01/2015,Macedon,Victoria,Other,5.914044
13902,01/04/2015,Macedon,Victoria,Other,0
13903,01/07/2015,Macedon,Victoria,Other,0.9359744
13904,01/10/2015,Macedon,Victoria,Other,0
13905,01/01/2016,Macedon,Victoria,Other,4.2690573
13906,01/04/2016,Macedon,Victoria,Other,0
13907,01/07/2016,Macedon,Victoria,Other,2.8247354
13908,01/10/2016,Macedon,Victoria,Other,0
13909,01/01/1998,Macedon,Victoria,Visiting,11.9407155
13910,01/04/1998,Macedon,Victoria,Visiting,15.2581896
13911,01/07/1998,Macedon,Victoria,Visiting,21.6067482
13912,01/10/1998,Macedon,Victoria,Visiting,26.2035929
13913,01/01/1999,Macedon,Victoria,Visiting,34.6222642
13914,01/04/1999,Macedon,Victoria,Visiting,18.4876506
13915,01/07/1999,Macedon,Victoria,Visiting,59.7870625
13916,01/10/1999,Macedon,Victoria,Visiting,18.8857725
13917,01/01/2000,Macedon,Victoria,Visiting,29.4167168
13918,01/04/2000,Macedon,Victoria,Visiting,15.6794577
13919,01/07/2000,Macedon,Victoria,Visiting,36.7473816
13920,01/10/2000,Macedon,Victoria,Visiting,24.367578
13921,01/01/2001,Macedon,Victoria,Visiting,24.4938504
13922,01/04/2001,Macedon,Victoria,Visiting,23.3293372
13923,01/07/2001,Macedon,Victoria,Visiting,24.5845976
13924,01/10/2001,Macedon,Victoria,Visiting,22.2199073
13925,01/01/2002,Macedon,Victoria,Visiting,35.3897487
13926,01/04/2002,Macedon,Victoria,Visiting,12.3598341
13927,01/07/2002,Macedon,Victoria,Visiting,42.4602173
13928,01/10/2002,Macedon,Victoria,Visiting,38.6694478
13929,01/01/2003,Macedon,Victoria,Visiting,40.8061034
13930,01/04/2003,Macedon,Victoria,Visiting,23.4641886
13931,01/07/2003,Macedon,Victoria,Visiting,30.1648275
13932,01/10/2003,Macedon,Victoria,Visiting,14.5891376
13933,01/01/2004,Macedon,Victoria,Visiting,54.4404587
13934,01/04/2004,Macedon,Victoria,Visiting,10.2998103
13935,01/07/2004,Macedon,Victoria,Visiting,16.5544695
13936,01/10/2004,Macedon,Victoria,Visiting,23.8863875
13937,01/01/2005,Macedon,Victoria,Visiting,31.2092955
13938,01/04/2005,Macedon,Victoria,Visiting,13.0878137
13939,01/07/2005,Macedon,Victoria,Visiting,6.2938486
13940,01/10/2005,Macedon,Victoria,Visiting,17.6523474
13941,01/01/2006,Macedon,Victoria,Visiting,24.353467
13942,01/04/2006,Macedon,Victoria,Visiting,24.833059
13943,01/07/2006,Macedon,Victoria,Visiting,22.234594
13944,01/10/2006,Macedon,Victoria,Visiting,36.802678
13945,01/01/2007,Macedon,Victoria,Visiting,38.41711
13946,01/04/2007,Macedon,Victoria,Visiting,35.4015396
13947,01/07/2007,Macedon,Victoria,Visiting,9.7461489
13948,01/10/2007,Macedon,Victoria,Visiting,19.1807677
13949,01/01/2008,Macedon,Victoria,Visiting,34.8752508
13950,01/04/2008,Macedon,Victoria,Visiting,26.0145703
13951,01/07/2008,Macedon,Victoria,Visiting,31.7809368
13952,01/10/2008,Macedon,Victoria,Visiting,22.2425163
13953,01/01/2009,Macedon,Victoria,Visiting,20.6962459
13954,01/04/2009,Macedon,Victoria,Visiting,19.2893786
13955,01/07/2009,Macedon,Victoria,Visiting,20.0002553
13956,01/10/2009,Macedon,Victoria,Visiting,20.8541915
13957,01/01/2010,Macedon,Victoria,Visiting,11.4219875
13958,01/04/2010,Macedon,Victoria,Visiting,1.2522378
13959,01/07/2010,Macedon,Victoria,Visiting,18.6212391
13960,01/10/2010,Macedon,Victoria,Visiting,43.6933806
13961,01/01/2011,Macedon,Victoria,Visiting,14.9227912
13962,01/04/2011,Macedon,Victoria,Visiting,24.5091833
13963,01/07/2011,Macedon,Victoria,Visiting,10.2125772
13964,01/10/2011,Macedon,Victoria,Visiting,39.8206079
13965,01/01/2012,Macedon,Victoria,Visiting,34.929703
13966,01/04/2012,Macedon,Victoria,Visiting,22.9067291
13967,01/07/2012,Macedon,Victoria,Visiting,15.8415304
13968,01/10/2012,Macedon,Victoria,Visiting,31.310479
13969,01/01/2013,Macedon,Victoria,Visiting,26.2830189
13970,01/04/2013,Macedon,Victoria,Visiting,17.3224285
13971,01/07/2013,Macedon,Victoria,Visiting,37.1142254
13972,01/10/2013,Macedon,Victoria,Visiting,49.5578486
13973,01/01/2014,Macedon,Victoria,Visiting,38.0702511
13974,01/04/2014,Macedon,Victoria,Visiting,31.0714045
13975,01/07/2014,Macedon,Victoria,Visiting,28.765668
13976,01/10/2014,Macedon,Victoria,Visiting,45.0264926
13977,01/01/2015,Macedon,Victoria,Visiting,38.2162149
13978,01/04/2015,Macedon,Victoria,Visiting,24.7714464
13979,01/07/2015,Macedon,Victoria,Visiting,20.8754511
13980,01/10/2015,Macedon,Victoria,Visiting,22.2135301
13981,01/01/2016,Macedon,Victoria,Visiting,37.7329501
13982,01/04/2016,Macedon,Victoria,Visiting,43.4169247
13983,01/07/2016,Macedon,Victoria,Visiting,43.7198056
13984,01/10/2016,Macedon,Victoria,Visiting,37.8224062
13985,01/01/1998,Mackay,Queensland,Business,31.2518621
13986,01/04/1998,Mackay,Queensland,Business,30.1383171
13987,01/07/1998,Mackay,Queensland,Business,62.9328771
13988,01/10/1998,Mackay,Queensland,Business,35.4940138
13989,01/01/1999,Mackay,Queensland,Business,37.9832784
13990,01/04/1999,Mackay,Queensland,Business,68.6013574
13991,01/07/1999,Mackay,Queensland,Business,47.2289671
13992,01/10/1999,Mackay,Queensland,Business,21.6460304
13993,01/01/2000,Mackay,Queensland,Business,56.0942491
13994,01/04/2000,Mackay,Queensland,Business,13.4056838
13995,01/07/2000,Mackay,Queensland,Business,51.059781
13996,01/10/2000,Mackay,Queensland,Business,18.5966626
13997,01/01/2001,Mackay,Queensland,Business,39.3285923
13998,01/04/2001,Mackay,Queensland,Business,61.9649154
13999,01/07/2001,Mackay,Queensland,Business,42.0333752
14000,01/10/2001,Mackay,Queensland,Business,35.2829379
14001,01/01/2002,Mackay,Queensland,Business,57.140051
14002,01/04/2002,Mackay,Queensland,Business,47.5516527
14003,01/07/2002,Mackay,Queensland,Business,57.3709101
14004,01/10/2002,Mackay,Queensland,Business,54.1352843
14005,01/01/2003,Mackay,Queensland,Business,25.2439544
14006,01/04/2003,Mackay,Queensland,Business,29.0488752
14007,01/07/2003,Mackay,Queensland,Business,17.6662291
14008,01/10/2003,Mackay,Queensland,Business,41.4105758
14009,01/01/2004,Mackay,Queensland,Business,20.747497
14010,01/04/2004,Mackay,Queensland,Business,41.352698
14011,01/07/2004,Mackay,Queensland,Business,70.2914638
14012,01/10/2004,Mackay,Queensland,Business,28.3447713
14013,01/01/2005,Mackay,Queensland,Business,20.5383256
14014,01/04/2005,Mackay,Queensland,Business,57.1419526
14015,01/07/2005,Mackay,Queensland,Business,72.4592729
14016,01/10/2005,Mackay,Queensland,Business,77.015959
14017,01/01/2006,Mackay,Queensland,Business,46.543526
14018,01/04/2006,Mackay,Queensland,Business,42.100463
14019,01/07/2006,Mackay,Queensland,Business,37.960878
14020,01/10/2006,Mackay,Queensland,Business,70.21149
14021,01/01/2007,Mackay,Queensland,Business,51.1616534
14022,01/04/2007,Mackay,Queensland,Business,83.33497
14023,01/07/2007,Mackay,Queensland,Business,95.6317034
14024,01/10/2007,Mackay,Queensland,Business,35.1187197
14025,01/01/2008,Mackay,Queensland,Business,32.6108383
14026,01/04/2008,Mackay,Queensland,Business,46.9391362
14027,01/07/2008,Mackay,Queensland,Business,44.9674275
14028,01/10/2008,Mackay,Queensland,Business,44.1362324
14029,01/01/2009,Mackay,Queensland,Business,54.0795325
14030,01/04/2009,Mackay,Queensland,Business,56.5052091
14031,01/07/2009,Mackay,Queensland,Business,16.2989915
14032,01/10/2009,Mackay,Queensland,Business,80.7451965
14033,01/01/2010,Mackay,Queensland,Business,116.6958799
14034,01/04/2010,Mackay,Queensland,Business,32.2884966
14035,01/07/2010,Mackay,Queensland,Business,74.009346
14036,01/10/2010,Mackay,Queensland,Business,69.7424329
14037,01/01/2011,Mackay,Queensland,Business,26.6725584
14038,01/04/2011,Mackay,Queensland,Business,43.6596683
14039,01/07/2011,Mackay,Queensland,Business,73.7773408
14040,01/10/2011,Mackay,Queensland,Business,50.8412219
14041,01/01/2012,Mackay,Queensland,Business,49.1954565
14042,01/04/2012,Mackay,Queensland,Business,57.3825951
14043,01/07/2012,Mackay,Queensland,Business,42.4673792
14044,01/10/2012,Mackay,Queensland,Business,127.1078383
14045,01/01/2013,Mackay,Queensland,Business,63.4326607
14046,01/04/2013,Mackay,Queensland,Business,76.7339523
14047,01/07/2013,Mackay,Queensland,Business,76.2277865
14048,01/10/2013,Mackay,Queensland,Business,63.1819305
14049,01/01/2014,Mackay,Queensland,Business,76.2603873
14050,01/04/2014,Mackay,Queensland,Business,126.0217135
14051,01/07/2014,Mackay,Queensland,Business,111.7612079
14052,01/10/2014,Mackay,Queensland,Business,142.1348482
14053,01/01/2015,Mackay,Queensland,Business,108.4966319
14054,01/04/2015,Mackay,Queensland,Business,149.1224292
14055,01/07/2015,Mackay,Queensland,Business,89.2227988
14056,01/10/2015,Mackay,Queensland,Business,67.557488
14057,01/01/2016,Mackay,Queensland,Business,96.0284463
14058,01/04/2016,Mackay,Queensland,Business,101.8347645
14059,01/07/2016,Mackay,Queensland,Business,91.5108401
14060,01/10/2016,Mackay,Queensland,Business,128.858649
14061,01/01/1998,Mackay,Queensland,Holiday,56.9825955
14062,01/04/1998,Mackay,Queensland,Holiday,44.2801503
14063,01/07/1998,Mackay,Queensland,Holiday,48.4801599
14064,01/10/1998,Mackay,Queensland,Holiday,68.9390059
14065,01/01/1999,Mackay,Queensland,Holiday,42.0193319
14066,01/04/1999,Mackay,Queensland,Holiday,71.2948359
14067,01/07/1999,Mackay,Queensland,Holiday,98.413537
14068,01/10/1999,Mackay,Queensland,Holiday,37.2260106
14069,01/01/2000,Mackay,Queensland,Holiday,33.9087519
14070,01/04/2000,Mackay,Queensland,Holiday,50.8798401
14071,01/07/2000,Mackay,Queensland,Holiday,45.8386658
14072,01/10/2000,Mackay,Queensland,Holiday,46.2587669
14073,01/01/2001,Mackay,Queensland,Holiday,25.0785871
14074,01/04/2001,Mackay,Queensland,Holiday,67.054047
14075,01/07/2001,Mackay,Queensland,Holiday,126.2044172
14076,01/10/2001,Mackay,Queensland,Holiday,43.9326657
14077,01/01/2002,Mackay,Queensland,Holiday,33.0346937
14078,01/04/2002,Mackay,Queensland,Holiday,54.3757358
14079,01/07/2002,Mackay,Queensland,Holiday,53.4164325
14080,01/10/2002,Mackay,Queensland,Holiday,39.3171257
14081,01/01/2003,Mackay,Queensland,Holiday,14.2917369
14082,01/04/2003,Mackay,Queensland,Holiday,60.6676492
14083,01/07/2003,Mackay,Queensland,Holiday,47.1023083
14084,01/10/2003,Mackay,Queensland,Holiday,32.1787223
14085,01/01/2004,Mackay,Queensland,Holiday,31.3767459
14086,01/04/2004,Mackay,Queensland,Holiday,94.8395076
14087,01/07/2004,Mackay,Queensland,Holiday,48.2007045
14088,01/10/2004,Mackay,Queensland,Holiday,50.6674585
14089,01/01/2005,Mackay,Queensland,Holiday,35.8988815
14090,01/04/2005,Mackay,Queensland,Holiday,45.7420581
14091,01/07/2005,Mackay,Queensland,Holiday,52.7455715
14092,01/10/2005,Mackay,Queensland,Holiday,39.6491208
14093,01/01/2006,Mackay,Queensland,Holiday,49.940701
14094,01/04/2006,Mackay,Queensland,Holiday,17.599408
14095,01/07/2006,Mackay,Queensland,Holiday,51.73548
14096,01/10/2006,Mackay,Queensland,Holiday,40.546473
14097,01/01/2007,Mackay,Queensland,Holiday,26.6880104
14098,01/04/2007,Mackay,Queensland,Holiday,73.5272601
14099,01/07/2007,Mackay,Queensland,Holiday,79.4600752
14100,01/10/2007,Mackay,Queensland,Holiday,28.7534513
14101,01/01/2008,Mackay,Queensland,Holiday,75.3586574
14102,01/04/2008,Mackay,Queensland,Holiday,96.6219771
14103,01/07/2008,Mackay,Queensland,Holiday,43.2878647
14104,01/10/2008,Mackay,Queensland,Holiday,49.8387081
14105,01/01/2009,Mackay,Queensland,Holiday,17.0037167
14106,01/04/2009,Mackay,Queensland,Holiday,37.9869882
14107,01/07/2009,Mackay,Queensland,Holiday,68.9551312
14108,01/10/2009,Mackay,Queensland,Holiday,23.1683019
14109,01/01/2010,Mackay,Queensland,Holiday,18.9990466
14110,01/04/2010,Mackay,Queensland,Holiday,37.1138474
14111,01/07/2010,Mackay,Queensland,Holiday,63.8741255
14112,01/10/2010,Mackay,Queensland,Holiday,35.3270776
14113,01/01/2011,Mackay,Queensland,Holiday,1.3186874
14114,01/04/2011,Mackay,Queensland,Holiday,51.8452547
14115,01/07/2011,Mackay,Queensland,Holiday,77.1261202
14116,01/10/2011,Mackay,Queensland,Holiday,29.7641893
14117,01/01/2012,Mackay,Queensland,Holiday,13.7836404
14118,01/04/2012,Mackay,Queensland,Holiday,75.2719285
14119,01/07/2012,Mackay,Queensland,Holiday,35.8501599
